ttime,pm1,pm2,pm3,am,sm,lum,temp,humd,pres
2022-07-18 22:41:13,5.02,6.7,42.74,0.0,7246.0,5.0,20.47,95.5,93067.32
2022-07-18 22:46:59,5.58,6.7,42.74,0.0,7246.0,5.0,20.46,95.52,93062.37
2022-07-18 22:51:59,6.14,6.7,42.74,0.0,7246.0,5.0,20.53,95.48,93071.36
2022-07-18 22:56:59,6.7,6.7,42.74,0.0,7246.0,5.0,20.54,95.24,93056.38
2022-07-18 23:01:59,0.55,6.7,49.45,0.0,7246.0,5.0,20.62,95.04,93053.15
2022-07-18 23:06:59,1.11,6.7,49.45,0.0,7353.0,5.0,20.63,94.88,93035.22
2022-07-18 23:11:59,1.67,6.7,49.45,0.0,7246.0,5.0,20.61,95.25,93039.78
2022-07-18 23:16:59,2.23,6.7,49.45,0.0,7353.0,5.0,20.57,95.18,93023.12
2022-07-18 23:21:59,2.79,6.7,49.45,0.0,7353.0,5.0,20.54,95.25,93024.72
2022-07-18 23:26:59,3.35,6.7,49.45,0.0,7353.0,5.0,20.5,95.31,93031.82
2022-07-18 23:31:59,3.91,6.7,49.45,0.0,7246.0,5.0,20.52,95.54,93044.49
2022-07-18 23:36:59,4.47,6.7,49.45,0.0,7246.0,5.0,20.59,95.61,93049.82
2022-07-18 23:41:59,5.02,6.7,49.45,0.0,7246.0,5.0,20.62,95.27,93048.2
2022-07-18 23:47:00,5.58,6.7,49.45,0.0,7246.0,5.0,20.65,95.29,93048.4
2022-07-18 23:52:00,6.14,6.7,49.45,0.0,7246.0,5.0,20.65,95.49,93042.37
2022-07-18 23:57:00,6.7,6.7,49.45,0.0,7353.0,5.0,20.65,95.53,93036.89
2022-07-19 00:02:00,0.55,6.7,56.15,0.0,7246.0,5.0,20.67,95.45,93029.39
2022-07-19 00:07:00,1.11,6.7,56.15,0.0,7246.0,5.0,20.67,95.25,93025.35
2022-07-19 00:12:00,1.67,6.7,56.15,0.0,7246.0,1.0,20.67,95.1,93025.19
2022-07-19 00:17:00,2.23,6.7,56.15,0.0,7246.0,5.0,20.65,94.88,93020.42
2022-07-19 00:22:00,2.79,6.7,56.15,0.0,7246.0,5.0,20.64,94.74,93018.94
2022-07-19 00:27:00,3.35,6.7,56.15,0.0,7246.0,5.0,20.63,94.77,93009.25
2022-07-19 00:32:00,3.91,6.7,56.15,0.0,7246.0,5.0,20.62,94.8,93001.56
2022-07-19 00:37:00,4.47,6.7,56.15,0.0,7246.0,4.0,20.62,95.15,92999.55
2022-07-19 00:42:00,5.02,6.7,56.15,0.0,7353.0,5.0,20.65,94.87,92993.71
2022-07-19 00:47:00,5.58,6.7,56.15,0.0,7353.0,3.0,20.67,94.81,92995.17
2022-07-19 00:52:00,6.14,6.7,56.15,0.0,7353.0,5.0,20.61,94.84,92987.11
2022-07-19 00:57:00,6.7,6.7,56.15,0.0,7246.0,5.0,20.63,95.0,92989.32
2022-07-19 01:02:00,0.55,6.7,62.86,0.0,7246.0,5.0,20.62,94.68,92985.82
2022-07-19 01:07:00,1.11,6.7,62.86,0.0,7246.0,5.0,20.64,94.78,92981.81
2022-07-19 01:12:00,1.67,6.7,62.86,0.0,7246.0,5.0,20.67,94.51,92969.01
2022-07-19 01:17:00,2.23,6.7,62.86,0.0,7246.0,5.0,20.7,94.52,92967.92
2022-07-19 01:22:00,2.79,6.7,62.86,0.0,7246.0,5.0,20.68,94.48,92958.24
2022-07-19 01:27:00,3.35,6.7,62.86,0.0,7246.0,5.0,20.62,94.7,92948.15
2022-07-19 01:32:00,3.91,6.7,62.86,0.0,7246.0,5.0,20.6,94.69,92943.74
2022-07-19 01:37:01,4.47,6.7,62.86,0.0,7246.0,5.0,20.57,94.72,92938.06
2022-07-19 01:42:01,5.02,6.7,62.86,0.0,7246.0,5.0,20.54,94.55,92936.92
2022-07-19 01:47:01,5.58,6.7,62.86,0.0,7246.0,5.0,20.5,94.76,92940.03
2022-07-19 01:52:01,6.14,6.7,62.86,0.0,7246.0,5.0,20.57,94.83,92929.82
2022-07-19 01:57:01,6.7,6.7,62.86,0.0,7246.0,5.0,20.55,94.52,92916.67
2022-07-19 02:02:01,0.55,6.7,69.57,0.0,7246.0,5.0,20.59,94.48,92915.39
2022-07-19 02:07:01,1.11,6.7,69.57,0.0,7246.0,5.0,20.59,94.69,92903.87
2022-07-19 02:12:01,1.67,6.7,69.57,0.0,7246.0,3.0,20.56,94.84,92891.25
2022-07-19 02:17:01,2.23,6.7,69.57,0.0,7246.0,5.0,20.54,94.83,92904.0
2022-07-19 02:22:01,2.79,6.7,69.57,0.0,7246.0,5.0,20.53,94.98,92893.03
2022-07-19 02:27:01,3.35,6.7,69.57,0.0,7246.0,5.0,20.51,94.78,92892.86
2022-07-19 02:32:01,3.91,6.7,69.57,0.0,7246.0,5.0,20.5,95.11,92889.17
2022-07-19 02:37:01,4.47,6.7,69.57,0.0,7246.0,5.0,20.5,95.26,92891.19
2022-07-19 02:42:01,5.02,6.7,69.57,0.0,7246.0,5.0,20.5,95.42,92888.64
2022-07-19 02:47:01,5.58,6.7,69.57,0.0,7246.0,5.0,20.45,95.73,92886.26
2022-07-19 02:52:01,6.14,6.7,69.57,0.0,7246.0,5.0,20.43,96.09,92889.35
2022-07-19 02:57:01,6.7,6.7,69.57,0.0,7246.0,5.0,20.38,96.04,92882.03
2022-07-19 03:02:02,0.55,6.7,76.27,0.0,7246.0,5.0,20.37,95.95,92872.32
2022-07-19 03:07:02,1.11,6.7,76.27,0.0,7353.0,5.0,20.35,96.12,92859.17
2022-07-19 03:12:02,1.67,6.7,76.27,0.0,7246.0,5.0,20.42,96.25,92865.01
2022-07-19 03:17:02,2.23,6.7,76.27,0.0,7246.0,5.0,20.4,96.1,92860.28
2022-07-19 03:22:02,2.79,6.7,76.27,0.0,7246.0,1.0,20.45,96.07,92862.11
2022-07-19 03:27:02,3.35,6.7,76.27,0.0,7246.0,1.0,20.47,95.95,92870.53
2022-07-19 03:32:02,3.91,6.7,76.27,0.0,7353.0,1.0,20.44,95.91,92861.92
2022-07-19 03:37:02,4.47,6.7,76.27,0.0,7246.0,1.0,20.43,95.87,92867.94
2022-07-19 03:42:02,5.02,6.7,76.27,0.0,7353.0,1.0,20.42,95.72,92865.95
2022-07-19 03:47:02,5.58,6.7,76.27,0.0,7246.0,1.0,20.45,95.46,92866.87
2022-07-19 03:52:02,6.14,6.7,76.27,0.0,7246.0,1.0,20.5,95.59,92863.75
2022-07-19 03:57:02,6.7,6.7,76.27,0.0,7246.0,1.0,20.47,95.56,92879.49
2022-07-19 04:02:02,0.55,6.7,82.98,0.0,7246.0,1.0,20.51,95.46,92881.89
2022-07-19 04:07:02,1.11,6.7,82.98,0.0,7246.0,1.0,20.46,95.3,92880.94
2022-07-19 04:12:03,1.67,6.7,82.98,0.0,7246.0,1.0,20.45,95.31,92879.3
2022-07-19 04:17:02,2.23,6.7,82.98,0.0,7353.0,1.0,20.45,95.28,92884.06
2022-07-19 04:22:02,2.79,6.7,82.98,0.0,7246.0,1.0,20.44,95.1,92878.38
2022-07-19 04:27:02,3.35,6.7,82.98,0.0,7246.0,1.0,20.45,95.16,92871.61
2022-07-19 04:32:03,3.91,6.7,82.98,0.0,7246.0,1.0,20.45,95.32,92877.09
2022-07-19 04:37:03,4.47,6.7,82.98,0.0,7246.0,1.0,20.43,95.38,92875.64
2022-07-19 04:42:03,5.02,6.7,82.98,0.0,7246.0,1.0,20.29,95.5,92859.88
2022-07-19 04:47:03,5.58,6.7,82.98,0.0,7246.0,1.0,20.14,96.1,92873.74
2022-07-19 04:52:03,6.14,6.7,82.98,0.0,7246.0,1.0,20.2,96.33,92872.82
2022-07-19 04:57:03,6.7,6.7,82.98,0.0,7246.0,1.0,20.25,96.36,92876.68
2022-07-19 05:02:03,0.55,6.7,89.68,0.0,7246.0,1.0,20.2,96.3,92886.54
2022-07-19 05:07:03,1.11,6.7,89.68,0.0,7246.0,1.0,20.2,96.31,92891.3
2022-07-19 05:12:03,1.67,6.7,89.68,0.0,7246.0,1.0,20.15,96.25,92907.36
2022-07-19 05:17:04,2.23,6.7,89.68,0.0,7246.0,1.0,20.11,96.5,92908.25
2022-07-19 05:22:03,2.79,6.7,89.68,0.0,7246.0,1.0,20.11,96.61,92906.78
2022-07-19 05:27:03,3.35,6.7,89.68,0.0,7246.0,1.0,20.06,96.77,92909.88
2022-07-19 05:32:03,3.91,6.7,89.68,0.0,7246.0,1.0,20.1,96.88,92915.0
2022-07-19 05:37:03,4.47,6.7,89.68,0.0,7246.0,1.0,20.17,96.69,92921.8
2022-07-19 05:42:03,5.02,6.7,89.68,0.0,7246.0,1.0,20.2,96.82,92917.99
2022-07-19 05:47:03,5.58,6.7,89.68,0.0,7246.0,3.0,20.2,96.83,92917.43
2022-07-19 05:52:03,6.14,6.7,89.68,0.0,7246.0,6.0,20.25,96.72,92921.28
2022-07-19 05:57:03,6.7,6.7,89.68,0.0,7246.0,13.0,20.31,96.65,92929.37
2022-07-19 06:02:04,0.55,6.7,96.39,0.0,7246.0,29.0,20.35,96.46,92932.47
2022-07-19 06:07:04,1.11,6.7,96.39,0.0,7246.0,48.0,20.4,96.36,92937.07
2022-07-19 06:12:04,1.67,6.7,96.39,0.0,7246.0,87.0,20.44,96.02,92930.5
2022-07-19 06:17:04,2.23,6.7,96.39,0.0,7246.0,136.0,20.44,96.24,92942.2
2022-07-19 06:22:04,2.79,6.7,96.39,0.0,7353.0,195.0,20.37,96.48,92941.45
2022-07-19 06:27:04,3.35,6.7,96.39,0.0,7246.0,361.0,20.37,96.81,92951.87
2022-07-19 06:32:04,3.91,6.7,96.39,0.0,7246.0,548.0,20.37,96.89,92946.37
2022-07-19 06:37:04,4.47,6.7,96.39,0.0,7246.0,1013.0,20.45,96.98,92943.69
2022-07-19 06:42:04,5.02,6.7,96.39,0.0,7246.0,939.0,20.53,96.78,92958.7
2022-07-19 06:47:04,5.58,6.7,96.39,0.0,7246.0,1165.0,20.59,96.68,92955.81
2022-07-19 06:52:04,6.14,6.7,96.39,0.0,7246.0,1712.0,20.65,96.48,92967.56
2022-07-19 07:02:12,0.55,6.7,103.09,0.0,7246.0,1452.0,20.86,95.72,92976.93
2022-07-19 07:08:04,1.11,6.7,103.09,0.0,7246.0,2578.0,20.85,95.67,92980.97
2022-07-19 07:13:04,1.67,6.7,103.09,0.0,7246.0,3333.0,20.87,95.76,92981.15
2022-07-19 07:18:04,2.23,6.7,103.09,0.0,7246.0,3006.0,21.02,95.66,92992.88
2022-07-19 07:23:04,2.79,6.7,103.09,0.0,7246.0,4200.0,21.19,94.75,92992.92
2022-07-19 07:28:04,3.35,6.7,103.09,0.0,7353.0,4865.0,21.37,93.86,93000.27
2022-07-19 07:33:05,3.91,6.7,103.09,0.0,7246.0,5218.0,21.48,93.32,93005.99
2022-07-19 07:38:05,4.47,6.7,103.09,0.0,7246.0,6311.0,21.69,93.48,93007.82
2022-07-19 07:43:05,5.02,6.7,103.09,0.0,7246.0,6824.0,21.92,91.68,93001.76
2022-07-19 07:48:05,5.58,6.7,103.09,0.0,7246.0,6213.0,21.97,91.37,93005.61
2022-07-19 07:53:05,6.14,6.7,103.09,0.0,7246.0,5163.0,22.01,91.6,93002.47
2022-07-19 07:58:05,6.7,6.7,103.09,0.0,7246.0,4764.0,21.87,91.42,93017.71
2022-07-19 08:03:05,0.55,6.7,109.8,0.0,7246.0,5434.0,21.93,91.64,93005.78
2022-07-19 08:08:05,1.11,6.7,109.8,0.0,7246.0,6793.0,22.44,89.99,93014.52
2022-07-19 08:13:05,1.67,6.7,109.8,0.0,7246.0,10721.0,23.3,86.72,93023.34
2022-07-19 08:18:05,2.23,6.7,109.8,0.0,7246.0,7057.0,23.22,85.65,93025.22
2022-07-19 08:23:05,2.79,6.7,109.8,0.0,7246.0,9264.0,23.11,86.95,93037.4
2022-07-19 08:28:05,3.35,6.7,109.8,0.0,7246.0,11561.0,24.28,82.92,93045.03
2022-07-19 08:33:05,3.91,6.7,109.8,0.0,7246.0,8025.0,24.2,82.28,93044.39
2022-07-19 08:38:05,4.47,6.7,109.8,0.0,7246.0,9736.0,24.52,82.51,93057.36
2022-07-19 08:43:05,5.02,6.7,109.8,0.0,7246.0,10131.0,24.86,80.16,93058.63
2022-07-19 08:48:05,5.58,6.7,109.8,0.0,7246.0,11597.0,24.96,80.58,93065.7
2022-07-19 08:53:05,6.14,6.7,109.8,0.0,7246.0,10705.0,24.85,80.32,93075.79
2022-07-19 08:58:06,6.7,6.7,109.8,0.0,7246.0,7959.0,24.46,81.99,93079.11
2022-07-19 09:03:06,0.55,6.7,116.5,0.0,7246.0,8282.0,23.47,85.37,93081.84
2022-07-19 09:08:06,1.11,6.7,116.5,0.0,7246.0,6762.0,23.14,88.12,93094.32
2022-07-19 09:13:06,1.67,6.7,116.5,0.0,7246.0,14585.0,22.86,91.39,93089.64
2022-07-19 09:18:06,2.23,6.7,116.5,0.0,7246.0,10638.0,23.22,87.9,93092.82
2022-07-19 09:23:06,2.79,6.7,116.5,0.0,7246.0,13612.0,23.23,88.51,93105.31
2022-07-19 09:28:06,3.35,6.7,116.5,0.0,7246.0,11012.0,23.46,87.1,93112.74
2022-07-19 09:33:06,3.91,6.7,116.5,0.0,7246.0,14083.0,23.65,86.05,93105.44
2022-07-19 09:38:06,4.47,6.7,116.5,0.0,7246.0,13036.0,23.77,85.66,93116.06
2022-07-19 09:43:06,5.02,6.7,116.5,0.0,7353.0,11430.0,23.86,85.03,93125.75
2022-07-19 09:48:06,5.58,6.7,116.5,0.0,7246.0,10777.0,23.79,85.66,93120.47
2022-07-19 09:53:06,6.14,6.7,116.5,0.0,7246.0,8186.0,23.57,85.24,93117.82
2022-07-19 09:58:06,6.7,6.7,116.5,0.0,7246.0,11818.0,23.45,85.77,93116.76
2022-07-19 10:03:06,0.55,6.7,123.21,0.0,7246.0,7960.0,23.87,85.63,93117.65
2022-07-19 10:08:07,1.11,6.7,123.21,0.0,7246.0,8335.0,24.69,83.1,93120.13
2022-07-19 10:13:06,1.67,6.7,123.21,0.0,7246.0,15116.0,25.31,79.74,93114.1
2022-07-19 10:18:07,2.23,6.7,123.21,0.0,7246.0,7542.0,24.95,81.02,93120.79
2022-07-19 10:23:06,2.79,6.7,123.21,0.0,7246.0,8225.0,24.26,83.28,93120.69
2022-07-19 10:28:06,3.35,6.7,123.21,0.0,7246.0,6112.0,23.71,84.43,93123.81
2022-07-19 10:33:07,3.91,6.7,123.21,0.0,7246.0,11908.0,23.31,87.8,93117.04
2022-07-19 10:38:07,4.47,6.7,123.21,0.0,7246.0,7435.0,23.52,86.62,93127.01
2022-07-19 10:43:07,5.02,6.7,123.21,0.0,7246.0,15117.0,23.54,85.82,93127.19
2022-07-19 10:48:07,5.58,6.7,123.21,0.0,7246.0,11250.0,24.45,84.07,93133.4
2022-07-19 10:53:07,6.14,6.7,123.21,0.0,7353.0,12019.0,26.37,75.5,93118.69
2022-07-19 10:58:07,6.7,6.7,123.21,0.0,7353.0,14412.0,27.19,71.77,93118.41
2022-07-19 11:03:07,0.55,6.7,129.92,0.0,7353.0,5418.0,27.31,69.17,93107.45
2022-07-19 11:08:07,1.11,6.7,129.92,0.0,7463.0,14626.0,27.0,70.22,93104.51
2022-07-19 11:13:07,1.67,6.7,129.92,0.0,7246.0,13825.0,26.18,74.31,93106.85
2022-07-19 11:18:08,2.23,6.7,129.92,0.0,7463.0,2905.0,26.21,74.7,93105.69
2022-07-19 11:23:07,2.79,6.7,129.92,0.0,7353.0,10910.0,27.06,72.19,93098.69
2022-07-19 11:28:07,3.35,6.7,129.92,0.0,7463.0,2952.0,28.2,68.74,93094.8
2022-07-19 11:33:08,3.91,6.7,129.92,0.0,7353.0,6811.0,28.52,66.75,93092.76
2022-07-19 11:38:07,4.47,6.7,129.92,0.0,7353.0,8488.0,27.36,66.93,93102.17
2022-07-19 11:43:07,5.02,6.7,129.92,0.0,7463.0,11589.0,26.34,72.23,93094.06
2022-07-19 11:48:07,5.58,6.7,129.92,0.0,7463.0,2850.0,26.27,71.72,93092.31
2022-07-19 11:53:07,6.14,6.7,129.92,0.0,7353.0,15286.0,26.87,71.18,93089.8
2022-07-19 11:58:08,6.7,6.7,129.92,0.0,7353.0,3028.0,27.54,69.95,93094.41
2022-07-19 12:03:08,0.55,6.7,136.62,0.0,7353.0,5397.0,28.04,69.07,93082.6
2022-07-19 12:08:08,1.11,6.7,136.62,0.0,7463.0,4280.0,27.95,67.57,93081.31
2022-07-19 12:13:08,1.67,6.7,136.62,0.0,7353.0,3741.0,28.14,66.66,93074.22
2022-07-19 12:18:08,2.23,6.7,136.62,0.0,7463.0,6746.0,27.93,66.46,93071.4
2022-07-19 12:23:08,2.79,6.7,136.62,0.0,7463.0,6733.0,27.18,69.91,93066.29
2022-07-19 12:28:08,3.35,6.7,136.62,0.0,7353.0,2767.0,27.23,70.93,93061.2
2022-07-19 12:33:08,3.91,6.7,136.62,0.0,7353.0,6788.0,27.0,72.97,93069.2
2022-07-19 12:38:08,4.47,6.7,136.62,0.0,7463.0,8354.0,24.71,82.49,93081.07
2022-07-19 12:43:08,5.02,6.7,136.62,0.0,7246.0,13238.0,24.25,85.24,93061.25
2022-07-19 12:48:08,5.58,6.7,136.62,0.0,7463.0,2783.0,25.0,84.89,93056.25
2022-07-19 12:53:08,6.14,6.7,136.62,0.0,7353.0,3402.0,25.68,82.4,93058.13
2022-07-19 12:58:08,6.7,6.7,136.62,0.0,7353.0,2645.0,26.48,77.73,93048.9
2022-07-19 13:03:08,0.55,6.7,143.33,0.0,7353.0,4603.0,26.81,75.72,93040.07
2022-07-19 13:08:08,1.11,6.7,143.33,0.0,7463.0,2996.0,27.22,74.92,93034.06
2022-07-19 13:13:08,1.67,6.7,143.33,0.0,7353.0,1554.0,27.81,69.69,93031.82
2022-07-19 13:18:08,2.23,6.7,143.33,0.0,7463.0,565.0,27.7,70.31,93028.22
2022-07-19 13:23:08,2.79,6.7,143.33,0.0,7353.0,445.0,27.95,68.83,93014.7
2022-07-19 13:28:09,3.35,6.7,143.33,0.0,7353.0,4944.0,28.34,66.76,93001.93
2022-07-19 13:33:10,3.91,6.7,143.33,0.0,7463.0,7176.0,27.64,69.16,92985.61
2022-07-19 13:39:09,4.47,6.7,143.33,0.0,7353.0,3120.0,26.98,72.17,92977.63
2022-07-19 13:44:09,5.02,6.7,143.33,0.0,7353.0,2884.0,27.42,70.36,92973.74
2022-07-19 13:49:09,5.58,6.7,143.33,0.0,7353.0,4030.0,27.18,70.0,92960.94
2022-07-19 13:54:09,6.14,6.7,143.33,0.0,7353.0,384.0,27.29,70.42,92959.62
2022-07-19 13:59:09,6.7,6.7,143.33,0.0,7353.0,450.0,27.22,68.48,92955.7
2022-07-19 14:04:09,0.55,6.7,150.03,0.0,7463.0,384.0,27.4,67.16,92958.99
2022-07-19 14:09:08,1.11,6.7,150.03,0.0,7353.0,384.0,28.09,65.98,92967.0
2022-07-19 14:14:09,1.67,6.7,150.03,0.0,7353.0,384.0,28.47,64.58,92953.59
